id_movie,release_date,month,day_num,day_name
2259.0,1993-10-19,octubre,19.0,martes
16097.0,1994-01-01,enero,1.0,sabado
11934.0,1994-03-11,marzo,11.0,viernes
106143.0,1994-02-04,febrero,4.0,viernes
12475.0,1994-08-12,agosto,12.0,viernes
9386.0,1993-07-08,julio,8.0,jueves
7984.0,1993-12-12,diciembre,12.0,domingo
59930.0,1994-04-22,abril,22.0,viernes
15765.0,1993-06-09,junio,9.0,miercoles
31643.0,1994-03-30,marzo,30.0,miercoles
6.0,1993-10-15,octubre,15.0,viernes
329.0,1993-06-11,junio,11.0,viernes
10909.0,1993-09-01,septiembre,1.0,miercoles
507.0,1993-10-01,octubre,1.0,viernes
34024.0,1993-08-20,agosto,20.0,viernes
29918.0,1994-07-22,julio,22.0,viernes
9593.0,1993-06-18,junio,18.0,viernes
42580.0,1993-06-04,junio,4.0,viernes
22317.0,1994-03-11,marzo,11.0,viernes
1413.0,1993-09-09,septiembre,9.0,jueves
12121.0,1993-05-27,mayo,27.0,jueves
2246.0,1993-09-29,septiembre,29.0,miercoles
10502.0,1993-08-25,agosto,25.0,miercoles
10440.0,1993-08-18,agosto,18.0,miercoles
9516.0,1993-05-26,mayo,26.0,miercoles
2320.0,1996-03-15,marzo,15.0,viernes
5879.0,1976-05-15,mayo,15.0,sabado
83718.0,1994-09-09,septiembre,9.0,viernes
11971.0,1993-05-07,mayo,7.0,viernes
2625.0,1993-10-08,octubre,8.0,viernes
31911.0,1993-10-15,octubre,15.0,viernes
788.0,1993-11-24,noviembre,24.0,miercoles
21450.0,1993-09-14,septiembre,14.0,martes
11231.0,1994-07-18,julio,18.0,lunes
41588.0,1994-09-16,septiembre,16.0,viernes
10447.0,1994-04-29,abril,29.0,viernes
31586.0,1994-07-22,julio,22.0,viernes
9300.0,1992-09-01,septiembre,1.0,martes
9559.0,1993-11-24,noviembre,24.0,miercoles
9800.0,1993-12-22,diciembre,22.0,miercoles
713.0,1993-05-19,mayo,19.0,miercoles
8291.0,1993-07-23,julio,23.0,viernes
18133.0,1993-09-24,septiembre,24.0,viernes
25557.0,1994-10-21,octubre,21.0,viernes
22588.0,1994-10-21,octubre,21.0,viernes
10872.0,1994-03-09,marzo,9.0,miercoles
